"","e","entityYearsVector.i.","OneYear","ThreeYear","FiveYear"
"24736","A00090723",2021,FALSE,TRUE,TRUE
"24737","A00069825",2021,FALSE,TRUE,TRUE
"24738","A00057996",2023,TRUE,TRUE,TRUE
"24739","A00225080",2016,FALSE,FALSE,FALSE
"24740","A00058005",2006,TRUE,TRUE,TRUE
"24741","A00025631",2006,TRUE,TRUE,TRUE
"24742","A00058007",2008,TRUE,TRUE,TRUE
"24743","A00058012",2013,FALSE,FALSE,FALSE
"24744","A00058015",2009,FALSE,FALSE,FALSE
"24745","A00205958",2008,TRUE,TRUE,TRUE
"24746","A00211835",2007,FALSE,FALSE,FALSE
"24747","A00195193",2019,TRUE,TRUE,TRUE
"24748","A00058020",2017,TRUE,TRUE,TRUE
"24749","A00058022",2006,TRUE,TRUE,TRUE
"24750","A00243580",2019,FALSE,FALSE,FALSE
"24751","A00058026",2008,FALSE,FALSE,FALSE
"24752","A00058028",2022,TRUE,TRUE,TRUE
"24753","A00058191",2022,TRUE,TRUE,TRUE
"24754","A00058194",2003,FALSE,FALSE,FALSE
"24755","A00225200",2014,TRUE,TRUE,TRUE
"24756","A00058205",2003,FALSE,FALSE,FALSE
"24757","A00058206",2021,FALSE,FALSE,TRUE
"24758","A00225201",2009,FALSE,FALSE,FALSE
"24759","A00058213",2002,FALSE,FALSE,FALSE
"24760","A00207612",2016,FALSE,FALSE,FALSE
"24761","A00058221",2022,TRUE,TRUE,TRUE
"24762","A00058224",2018,FALSE,FALSE,FALSE
"24763","A00078966",2018,FALSE,FALSE,FALSE
"24764","A00058225",2021,FALSE,FALSE,FALSE
"24765","A00058228",2014,TRUE,TRUE,TRUE
"24766","A00034731",2014,TRUE,TRUE,TRUE
"24767","A00219371",2020,TRUE,TRUE,TRUE
"24768","A00058390",2022,TRUE,TRUE,TRUE
"24769","A00058395",2020,FALSE,FALSE,FALSE
"24770","A00058399",2023,TRUE,TRUE,TRUE
"24771","A00077699",2023,TRUE,TRUE,TRUE
"24772","A00058400",2017,FALSE,FALSE,FALSE
"24773","A00067980",2017,FALSE,FALSE,FALSE
"24774","A00058401",2007,TRUE,TRUE,TRUE
"24775","A00090727",2016,FALSE,TRUE,TRUE
"24776","A00207554",2016,FALSE,TRUE,TRUE
"24777","A00058412",2015,FALSE,TRUE,TRUE
"24778","A00090505",2015,FALSE,TRUE,TRUE
"24779","A00058414",2018,FALSE,FALSE,TRUE
"24780","A00090573",2016,FALSE,FALSE,FALSE
"24781","A00067150",2016,FALSE,FALSE,FALSE
"24782","A00058417",2022,FALSE,FALSE,FALSE
"24783","A00236586",2008,FALSE,TRUE,TRUE
"24784","A00058420",2021,FALSE,FALSE,FALSE
"24785","A00058422",2019,TRUE,TRUE,TRUE
"24786","A00058432",2023,TRUE,TRUE,TRUE
"24787","A00058433",2019,FALSE,FALSE,FALSE
"24788","A00456979",2019,FALSE,FALSE,FALSE
"24789","A00058435",2003,TRUE,TRUE,TRUE
"24790","A00080210",2003,TRUE,TRUE,TRUE
"24791","A00058436",2015,FALSE,FALSE,FALSE
"24792","A00058439",2015,TRUE,TRUE,TRUE
"24793","A00230186",2023,FALSE,TRUE,TRUE
"24794","A00058603",2021,FALSE,TRUE,TRUE
"24795","A00202699",2021,TRUE,TRUE,TRUE
"24796","A00058610",2017,FALSE,FALSE,FALSE
"24797","A00419904",2018,TRUE,TRUE,TRUE
"24798","A00230187",2023,FALSE,TRUE,TRUE
"24799","A00202701",2011,FALSE,TRUE,TRUE
"24800","A00200022",2009,FALSE,FALSE,FALSE
"24801","A00314641",2009,FALSE,FALSE,FALSE
"24802","A00058617",2018,FALSE,FALSE,TRUE
"24803","A00206189",2018,FALSE,TRUE,TRUE
"24804","A00212543",2018,FALSE,TRUE,TRUE
"24805","A00058620",2014,FALSE,FALSE,FALSE
"24806","A00058621",2008,TRUE,TRUE,TRUE
"24807","A00058624",2014,FALSE,FALSE,FALSE
"24808","A00207625",2012,FALSE,FALSE,FALSE
"24809","A00219986",2022,FALSE,TRUE,TRUE
"24810","A00058630",2013,FALSE,FALSE,TRUE
"24811","A00219377",2014,TRUE,TRUE,TRUE
"24812","A00058634",2019,FALSE,FALSE,FALSE
"24813","A00058635",2018,FALSE,TRUE,TRUE
"24814","A00058639",2003,FALSE,FALSE,FALSE
"24815","A00058641",2017,TRUE,TRUE,TRUE
"24816","A00204757",2003,FALSE,FALSE,FALSE
"24817","A00230365",2023,TRUE,TRUE,TRUE
"24818","A00058647",2012,FALSE,TRUE,TRUE
"24819","A00200600",2012,FALSE,TRUE,TRUE
"24820","A00240535",2013,FALSE,FALSE,FALSE
"24821","A00055551",2021,FALSE,FALSE,FALSE
"24822","A00055553",2021,TRUE,TRUE,TRUE
"24823","A00091827",2021,TRUE,TRUE,TRUE
"24824","A00055556",2008,FALSE,FALSE,FALSE
"24825","A00055560",2021,TRUE,TRUE,TRUE
"24826","A00511825",2021,TRUE,TRUE,TRUE
"24827","A00055561",2008,FALSE,FALSE,FALSE
"24828","A00219763",2008,FALSE,FALSE,FALSE
"24829","A00055564",2012,TRUE,TRUE,TRUE
"24830","A00230191",2013,FALSE,TRUE,TRUE
"24831","A00055569",2014,FALSE,FALSE,FALSE
"24832","A00055570",2022,FALSE,TRUE,TRUE
"24833","A00230226",2007,TRUE,TRUE,TRUE
"24834","A00055575",2008,FALSE,TRUE,TRUE
"24835","A00055581",2023,TRUE,TRUE,TRUE
"24836","A00055585",2015,TRUE,TRUE,TRUE
"24837","A00055586",2019,TRUE,TRUE,TRUE
"24838","A00055587",2017,FALSE,FALSE,FALSE
"24839","A00055588",2004,TRUE,TRUE,TRUE
"24840","A00267222",2004,TRUE,TRUE,TRUE
"24841","A00055599",2019,TRUE,TRUE,TRUE
"24842","A00055601",2011,FALSE,FALSE,FALSE
"24843","A00055760",2023,TRUE,TRUE,TRUE
"24844","A00083435",2022,TRUE,TRUE,TRUE
"24845","A00055766",2004,TRUE,TRUE,TRUE
"24846","A00055767",2008,FALSE,FALSE,FALSE
"24847","A00055768",2004,TRUE,TRUE,TRUE
"24848","A00090729",2017,FALSE,TRUE,TRUE
"24849","A00055777",2004,FALSE,FALSE,FALSE
"24850","A00071535",2004,FALSE,FALSE,FALSE
"24851","A00055779",2023,TRUE,TRUE,TRUE
"24852","A00055782",2016,FALSE,TRUE,TRUE
"24853","A00091015",2013,FALSE,FALSE,FALSE
"24854","A00055793",2022,TRUE,TRUE,TRUE
"24855","A00055795",2021,TRUE,TRUE,TRUE
"24856","A00055796",2008,TRUE,TRUE,TRUE
"24857","A00055801",2012,FALSE,FALSE,TRUE
"24858","A00191531",2012,FALSE,FALSE,TRUE
"24859","A00055965",2019,TRUE,TRUE,TRUE
"24860","A00443705",2019,TRUE,TRUE,TRUE
"24861","A00055966",2002,FALSE,FALSE,FALSE
"24862","A00055969",2012,FALSE,FALSE,FALSE
"24863","A00325320",2012,FALSE,FALSE,FALSE
"24864","A00055970",2019,FALSE,TRUE,TRUE
"24865","A00494973",2019,FALSE,TRUE,TRUE
"24866","A00055971",2021,FALSE,FALSE,TRUE
"24867","A00060050",2021,FALSE,FALSE,TRUE
"24868","A00055974",2018,FALSE,FALSE,FALSE
"24869","A00055979",2019,TRUE,TRUE,TRUE
"24870","A00055981",2023,TRUE,TRUE,TRUE
"24871","A00055984",2003,FALSE,FALSE,FALSE
"24872","A00055988",2006,FALSE,TRUE,TRUE
"24873","A00055991",2019,FALSE,FALSE,FALSE
"24874","A00055993",2011,FALSE,FALSE,FALSE
"24875","A00055994",2014,FALSE,TRUE,TRUE
"24876","A00131756",2014,FALSE,TRUE,TRUE
"24877","A00055996",2005,TRUE,TRUE,TRUE
"24878","A00452021",2005,TRUE,TRUE,TRUE
"24879","A00055997",2020,FALSE,TRUE,TRUE
"24880","A00086882",2018,FALSE,TRUE,TRUE
"24881","A00056013",2007,FALSE,FALSE,FALSE
"24882","A00198876",2009,TRUE,TRUE,TRUE
"24883","A00102303",2009,TRUE,TRUE,TRUE
"24884","A00059273",2020,TRUE,TRUE,TRUE
"24885","A00059276",2012,FALSE,FALSE,FALSE
"24886","A00059279",2012,FALSE,TRUE,TRUE
"24887","A00199680",2012,FALSE,TRUE,TRUE
"24888","A00090731",2014,FALSE,FALSE,FALSE
"24889","A00048441",2014,FALSE,FALSE,FALSE
"24890","A00059284",2014,FALSE,FALSE,TRUE
"24891","A00082784",2021,FALSE,TRUE,TRUE
"24892","A00525729",2018,FALSE,FALSE,FALSE
"24893","A00059290",2018,TRUE,TRUE,TRUE
"24894","A00059293",2017,FALSE,FALSE,FALSE
"24895","A00059296",2011,TRUE,TRUE,TRUE
"24896","A00059301",2022,FALSE,TRUE,TRUE
"24897","A00059305",2010,TRUE,TRUE,TRUE
"24898","A00066572",2010,TRUE,TRUE,TRUE
"24899","A00059307",2021,TRUE,TRUE,TRUE
"24900","A00059308",2016,FALSE,FALSE,TRUE
"24901","A00081658",2018,FALSE,FALSE,TRUE
"24902","A00029710",2018,FALSE,FALSE,TRUE
"24903","A00059309",2014,FALSE,TRUE,TRUE
"24904","A00059310",2005,FALSE,FALSE,FALSE
"24905","A00059312",2015,TRUE,TRUE,TRUE
"24906","A00059318",2022,TRUE,TRUE,TRUE
"24907","A00082663",2005,FALSE,FALSE,FALSE
"24908","A00075074",2005,FALSE,FALSE,FALSE
"24909","A00059322",2011,TRUE,TRUE,TRUE
"24910","A00059476",2021,TRUE,TRUE,TRUE
"24911","A00508262",2021,TRUE,TRUE,TRUE
"24912","A00059477",2005,TRUE,TRUE,TRUE
"24913","A00059481",2006,TRUE,TRUE,TRUE
"24914","A00059482",2022,FALSE,TRUE,TRUE
"24915","A00059490",2022,TRUE,TRUE,TRUE
"24916","A00168101",2022,TRUE,TRUE,TRUE
"24917","A00059491",2015,FALSE,TRUE,TRUE
"24918","A00237719",2015,FALSE,TRUE,TRUE
"24919","A00087122",2023,TRUE,TRUE,TRUE
"24920","A00494965",2023,TRUE,TRUE,TRUE
"24921","A00059497",2022,TRUE,TRUE,TRUE
"24922","A00069802",2022,TRUE,TRUE,TRUE
"24923","A00059499",2023,TRUE,TRUE,TRUE
"24924","A00059504",2011,FALSE,FALSE,FALSE
"24925","A00059508",2017,FALSE,FALSE,FALSE
"24926","A00059513",2013,FALSE,TRUE,TRUE
"24927","A00059517",2009,FALSE,TRUE,TRUE
"24928","A00059518",2022,TRUE,TRUE,TRUE
"24929","A00059521",2023,TRUE,TRUE,TRUE
"24930","A00059522",2023,TRUE,TRUE,TRUE
"24931","A00059525",2022,TRUE,TRUE,TRUE
"24932","A00059891",2022,TRUE,TRUE,TRUE
"24933","A00184034",2022,TRUE,TRUE,TRUE
"24934","A00059892",2008,TRUE,TRUE,TRUE
"24935","A00059899",2002,FALSE,FALSE,FALSE
"24936","A00059904",2015,TRUE,TRUE,TRUE
"24937","A00059905",2023,TRUE,TRUE,TRUE
"24938","A00059910",2010,FALSE,TRUE,TRUE
"24939","A00086517",2008,FALSE,FALSE,TRUE
"24940","A00059915",2019,TRUE,TRUE,TRUE
"24941","A00065716",2019,TRUE,TRUE,TRUE
"24942","A00059916",2019,FALSE,FALSE,FALSE
"24943","A00059921",2010,FALSE,FALSE,FALSE
"24944","A00059922",2010,FALSE,TRUE,TRUE
"24945","A00086686",2021,TRUE,TRUE,TRUE
"24946","A00059927",2023,TRUE,TRUE,TRUE
"24947","A00073721",2023,TRUE,TRUE,TRUE
"24948","A00059928",2014,TRUE,TRUE,TRUE
"24949","A00059929",2017,FALSE,FALSE,FALSE
"24950","A00013829",2017,FALSE,FALSE,FALSE
"24951","A00059930",2017,TRUE,TRUE,TRUE
"24952","A00074347",2017,TRUE,TRUE,TRUE
"24953","A00059931",2014,TRUE,TRUE,TRUE
"24954","A00085841",2008,FALSE,FALSE,FALSE
"24955","A00059934",2006,TRUE,TRUE,TRUE
"24956","A00059935",2022,TRUE,TRUE,TRUE
"24957","A00438483",2022,TRUE,TRUE,TRUE
"24958","A00059937",2015,TRUE,TRUE,TRUE
"24959","A00059938",2008,FALSE,FALSE,TRUE
"24960","A00031900",2008,FALSE,FALSE,TRUE
"24961","A00059685",2023,TRUE,TRUE,TRUE
"24962","A00059687",2005,FALSE,TRUE,TRUE
"24963","A00059688",2005,FALSE,TRUE,TRUE
"24964","A00059689",2006,FALSE,FALSE,FALSE
"24965","A00450303",2006,FALSE,FALSE,FALSE
"24966","A00059690",2007,FALSE,FALSE,TRUE
"24967","A00059698",2004,FALSE,FALSE,FALSE
"24968","A00059702",2010,TRUE,TRUE,TRUE
"24969","A00065912",2010,TRUE,TRUE,TRUE
"24970","A00059704",2008,FALSE,TRUE,TRUE
"24971","A00059706",2014,FALSE,FALSE,FALSE
"24972","A00059708",2015,TRUE,TRUE,TRUE
"24973","A00059710",2012,FALSE,FALSE,FALSE
"24974","A00061883",2012,FALSE,FALSE,FALSE
"24975","A00059713",2006,FALSE,FALSE,FALSE
"24976","A00059716",2016,FALSE,TRUE,TRUE
"24977","A00441924",2016,FALSE,TRUE,TRUE
"24978","A00059718",2002,FALSE,FALSE,FALSE
"24979","A00085096",2018,FALSE,TRUE,TRUE
"24980","A00059729",2019,FALSE,TRUE,TRUE
"24981","A00045896",2019,FALSE,TRUE,TRUE
"24982","A00059732",2009,FALSE,TRUE,TRUE
"24983","A00060865",2009,FALSE,TRUE,TRUE
"24984","A00088805",2005,TRUE,TRUE,TRUE
"24985","A00059733",2020,TRUE,TRUE,TRUE
"24986","A00060090",2014,TRUE,TRUE,TRUE
"24987","A00060092",2013,FALSE,FALSE,FALSE
"24988","A00050004",2013,FALSE,FALSE,FALSE
"24989","A00060093",2013,FALSE,FALSE,TRUE
"24990","A00012544",2013,FALSE,FALSE,TRUE
"24991","A00086508",2014,FALSE,FALSE,FALSE
"24992","A00060095",2017,TRUE,TRUE,TRUE
"24993","A00016443",2017,TRUE,TRUE,TRUE
"24994","A00060097",2022,TRUE,TRUE,TRUE
"24995","A00060100",2012,TRUE,TRUE,TRUE
"24996","A00090736",2007,TRUE,TRUE,TRUE
"24997","A00060104",2023,TRUE,TRUE,TRUE
"24998","A00050916",2023,TRUE,TRUE,TRUE
"24999","A00060111",2022,TRUE,TRUE,TRUE
"25000","A00082439",2022,TRUE,TRUE,TRUE
"25001","A00060113",2023,TRUE,TRUE,TRUE
"25002","A00422174",2023,TRUE,TRUE,TRUE
"25003","A00060114",2016,TRUE,TRUE,TRUE
"25004","A00145190",2016,TRUE,TRUE,TRUE
"25005","A00060115",2008,FALSE,TRUE,TRUE
"25006","A00060117",2007,FALSE,FALSE,FALSE
"25007","A00060119",2017,FALSE,FALSE,FALSE
"25008","A00036838",2017,FALSE,FALSE,FALSE
"25009","A00060120",2015,TRUE,TRUE,TRUE
"25010","A00060121",2022,TRUE,TRUE,TRUE
"25011","A00079489",2022,TRUE,TRUE,TRUE
"25012","A00383469",2022,TRUE,TRUE,TRUE
"25013","A00473055",2022,TRUE,TRUE,TRUE
"25014","A00060125",2004,TRUE,TRUE,TRUE
"25015","A00060127",2022,FALSE,FALSE,FALSE
"25016","A00060134",2013,TRUE,TRUE,TRUE
"25017","A00025065",2013,TRUE,TRUE,TRUE
"25018","A00060299",2010,TRUE,TRUE,TRUE
"25019","A00060309",2017,FALSE,TRUE,TRUE
"25020","A00060318",2022,TRUE,TRUE,TRUE
"25021","A00060323",2004,TRUE,TRUE,TRUE
"25022","A00060335",2018,FALSE,FALSE,FALSE
"25023","A00060336",2023,FALSE,FALSE,FALSE
"25024","A00060337",2008,FALSE,FALSE,TRUE
"25025","A00060340",2020,TRUE,TRUE,TRUE
"25026","A00060341",2022,TRUE,TRUE,TRUE
"25027","A00060344",2019,FALSE,FALSE,FALSE
"25028","A00060345",2020,TRUE,TRUE,TRUE
"25029","A00060347",2022,FALSE,FALSE,FALSE
"25030","A00087810",2008,TRUE,TRUE,TRUE
"25031","A00060717",2006,FALSE,FALSE,FALSE
"25032","A00060726",2010,FALSE,FALSE,FALSE
"25033","A00060728",2019,FALSE,FALSE,FALSE
"25034","A00503747",2019,FALSE,FALSE,FALSE
"25035","A00060733",2023,TRUE,TRUE,TRUE
"25036","A00060739",2019,FALSE,FALSE,FALSE
"25037","A00060747",2004,FALSE,FALSE,FALSE
"25038","A00060751",2009,FALSE,FALSE,FALSE
"25039","A00060753",2023,TRUE,TRUE,TRUE
"25040","A00088404",2019,FALSE,FALSE,FALSE
"25041","A00060506",2007,FALSE,TRUE,TRUE
"25042","A00291467",2007,FALSE,TRUE,TRUE
"25043","A00060508",2016,TRUE,TRUE,TRUE
"25044","A00087759",2007,TRUE,TRUE,TRUE
"25045","A00079543",2007,TRUE,TRUE,TRUE
"25046","A00085192",2023,TRUE,TRUE,TRUE
"25047","A00060515",2016,FALSE,TRUE,TRUE
"25048","A00090392",2021,TRUE,TRUE,TRUE
"25049","A00541048",2021,TRUE,TRUE,TRUE
"25050","A00060522",2017,TRUE,TRUE,TRUE
"25051","A00060524",2004,TRUE,TRUE,TRUE
"25052","A00060526",2005,FALSE,FALSE,FALSE
"25053","A00060545",2006,TRUE,TRUE,TRUE
"25054","A00060546",2015,FALSE,TRUE,TRUE
"25055","A00172240",2015,FALSE,TRUE,TRUE
"25056","A00060549",2017,FALSE,TRUE,TRUE
"25057","A00436781",2017,FALSE,TRUE,TRUE
"25058","A00060551",2013,TRUE,TRUE,TRUE
"25059","A00060911",2005,FALSE,TRUE,TRUE
"25060","A00060913",2013,FALSE,FALSE,TRUE
"25061","A00086093",2013,FALSE,FALSE,TRUE
"25062","A00060916",2011,FALSE,FALSE,FALSE
"25063","A00375009",2011,FALSE,FALSE,FALSE
"25064","A00060920",2016,TRUE,TRUE,TRUE
"25065","A00090742",2018,FALSE,FALSE,FALSE
"25066","A00060921",2004,TRUE,TRUE,TRUE
"25067","A00060925",2011,FALSE,FALSE,FALSE
"25068","A00060926",2016,FALSE,FALSE,FALSE
"25069","A00060930",2016,TRUE,TRUE,TRUE
"25070","A00416126",2016,TRUE,TRUE,TRUE
"25071","A00060933",2022,FALSE,FALSE,FALSE
"25072","A00060938",2018,FALSE,TRUE,TRUE
"25073","A00060943",2005,FALSE,TRUE,TRUE
"25074","A00060944",2011,FALSE,FALSE,FALSE
"25075","A00060948",2021,TRUE,TRUE,TRUE
"25076","A00209853",2012,TRUE,TRUE,TRUE
"25077","A00361279",2012,TRUE,TRUE,TRUE
"25078","A00060949",2005,FALSE,FALSE,FALSE
"25079","A00206199",2003,FALSE,FALSE,FALSE
"25080","A00060957",2019,TRUE,TRUE,TRUE
"25081","A00061116",2002,FALSE,FALSE,FALSE
"25082","A00090746",2002,FALSE,FALSE,FALSE
"25083","A00485514",2002,FALSE,FALSE,FALSE
"25084","A00061118",2004,TRUE,TRUE,TRUE
"25085","A00061121",2018,TRUE,TRUE,TRUE
"25086","A00467459",2018,TRUE,TRUE,TRUE
"25087","A00061127",2021,TRUE,TRUE,TRUE
"25088","A00061132",2012,TRUE,TRUE,TRUE
"25089","A00061140",2018,FALSE,FALSE,FALSE
"25090","A00061145",2014,TRUE,TRUE,TRUE
"25091","A00061146",2004,FALSE,FALSE,FALSE
"25092","A00061149",2020,FALSE,TRUE,TRUE
"25093","A00061151",2009,TRUE,TRUE,TRUE
"25094","A00061153",2020,TRUE,TRUE,TRUE
"25095","A00061156",2011,FALSE,TRUE,TRUE
"25096","A00061157",2008,TRUE,TRUE,TRUE
"25097","A00211100",2023,FALSE,TRUE,TRUE
"25098","A00061162",2022,TRUE,TRUE,TRUE
"25099","A00061167",2010,FALSE,FALSE,FALSE
"25100","A00061537",2003,FALSE,FALSE,FALSE
"25101","A00082664",2013,FALSE,FALSE,FALSE
"25102","A00488376",2013,FALSE,FALSE,FALSE
"25103","A00061539",2023,TRUE,TRUE,TRUE
"25104","A00061545",2020,FALSE,TRUE,TRUE
"25105","A00080065",2020,FALSE,TRUE,TRUE
"25106","A00061549",2020,FALSE,FALSE,TRUE
"25107","A00070306",2020,FALSE,FALSE,TRUE
"25108","A00061551",2003,TRUE,TRUE,TRUE
"25109","A00061555",2005,TRUE,TRUE,TRUE
"25110","A00084490",2020,TRUE,TRUE,TRUE
"25111","A00059652",2020,TRUE,TRUE,TRUE
"25112","A00061556",2015,FALSE,FALSE,FALSE
"25113","A00387798",2015,FALSE,FALSE,FALSE
"25114","A00061558",2023,FALSE,FALSE,FALSE
"25115","A00061559",2005,FALSE,FALSE,FALSE
"25116","A00302812",2005,FALSE,FALSE,FALSE
"25117","A00061561",2014,FALSE,FALSE,FALSE
"25118","A00061564",2009,TRUE,TRUE,TRUE
"25119","A00061565",2014,TRUE,TRUE,TRUE
"25120","A00061568",2005,FALSE,FALSE,FALSE
"25121","A00415118",2005,FALSE,FALSE,FALSE
"25122","A00061571",2012,FALSE,FALSE,FALSE
"25123","A00028168",2012,FALSE,FALSE,FALSE
"25124","A00211578",2017,TRUE,TRUE,TRUE
"25125","A00061574",2018,FALSE,FALSE,FALSE
"25126","A00081469",2018,FALSE,FALSE,FALSE
"25127","A00061575",2023,TRUE,TRUE,TRUE
"25128","A00061577",2019,FALSE,FALSE,FALSE
"25129","A00061578",2018,FALSE,FALSE,FALSE
"25130","A00283907",2018,FALSE,FALSE,FALSE
"25131","A00061579",2015,TRUE,TRUE,TRUE
"25132","A00090751",2012,FALSE,TRUE,TRUE
"25133","A00061582",2020,TRUE,TRUE,TRUE
"25134","A00065602",2020,TRUE,TRUE,TRUE
"25135","A00061584",2022,TRUE,TRUE,TRUE
"25136","A00072545",2022,TRUE,TRUE,TRUE
"25137","A00061587",2014,FALSE,FALSE,FALSE
"25138","A00015894",2014,FALSE,FALSE,FALSE
"25139","A00061588",2019,FALSE,FALSE,FALSE
"25140","A00061326",2013,FALSE,FALSE,FALSE
"25141","A00454680",2013,FALSE,FALSE,FALSE
"25142","A00061337",2017,FALSE,TRUE,TRUE
"25143","A00128769",2017,FALSE,TRUE,TRUE
"25144","A00061341",2017,FALSE,TRUE,TRUE
"25145","A00061342",2004,FALSE,FALSE,FALSE
"25146","A00061343",2019,FALSE,FALSE,FALSE
"25147","A00061349",2003,TRUE,TRUE,TRUE
"25148","A00061350",2022,FALSE,TRUE,TRUE
"25149","A00061351",2023,TRUE,TRUE,TRUE
"25150","A00226943",2023,TRUE,TRUE,TRUE
"25151","A00061358",2023,TRUE,TRUE,TRUE
"25152","A00061359",2002,FALSE,FALSE,FALSE
"25153","A00061360",2012,TRUE,TRUE,TRUE
"25154","A00376102",2012,TRUE,TRUE,TRUE
"25155","A00061361",2022,FALSE,TRUE,TRUE
"25156","A00061362",2022,TRUE,TRUE,TRUE
"25157","A00072828",2022,TRUE,TRUE,TRUE
"25158","A00061363",2003,FALSE,FALSE,FALSE
"25159","A00028328",2003,FALSE,FALSE,FALSE
"25160","A00061365",2005,FALSE,FALSE,FALSE
"25161","A00061366",2003,FALSE,FALSE,FALSE
"25162","A00061367",2022,TRUE,TRUE,TRUE
"25163","A00068044",2022,TRUE,TRUE,TRUE
"25164","A00085074",2007,TRUE,TRUE,TRUE
"25165","A00067860",2007,TRUE,TRUE,TRUE
"25166","A00061374",2008,FALSE,TRUE,TRUE
"25167","A00061375",2002,FALSE,FALSE,FALSE
"25168","A00061376",2004,FALSE,FALSE,FALSE
"25169","A00061746",2007,FALSE,FALSE,FALSE
"25170","A00061748",2011,TRUE,TRUE,TRUE
"25171","A00061750",2020,FALSE,FALSE,FALSE
"25172","A00356528",2020,FALSE,FALSE,FALSE
"25173","A00061755",2007,FALSE,FALSE,FALSE
"25174","A00012149",2007,FALSE,FALSE,FALSE
"25175","A00061756",2010,TRUE,TRUE,TRUE
"25176","A00061760",2019,FALSE,TRUE,TRUE
"25177","A00086800",2016,FALSE,TRUE,TRUE
"25178","A00044930",2016,FALSE,TRUE,TRUE
"25179","A00061765",2022,TRUE,TRUE,TRUE
"25180","A00084111",2019,FALSE,TRUE,TRUE
"25181","A00473108",2019,FALSE,TRUE,TRUE
"25182","A00061768",2005,TRUE,TRUE,TRUE
"25183","A00087619",2014,FALSE,FALSE,FALSE
"25184","A00442021",2014,FALSE,FALSE,FALSE
"25185","A00061773",2010,FALSE,FALSE,FALSE
"25186","A00061778",2019,FALSE,FALSE,FALSE
"25187","A00394898",2019,FALSE,FALSE,FALSE
"25188","A00061783",2023,FALSE,FALSE,FALSE
"25189","A00195037",2017,TRUE,TRUE,TRUE
"25190","A00087067",2022,TRUE,TRUE,TRUE
"25191","A00087686",2013,FALSE,FALSE,FALSE
"25192","A00061795",2023,FALSE,TRUE,TRUE
"25193","A00061957",2011,FALSE,FALSE,FALSE
"25194","A00061961",2013,TRUE,TRUE,TRUE
"25195","A00327826",2013,TRUE,TRUE,TRUE
"25196","A00086596",2023,FALSE,FALSE,FALSE
"25197","A00061970",2007,FALSE,FALSE,FALSE
"25198","A00061973",2016,TRUE,TRUE,TRUE
"25199","A00069110",2016,TRUE,TRUE,TRUE
"25200","A00090759",2006,FALSE,FALSE,FALSE
"25201","A00061994",2009,TRUE,TRUE,TRUE
"25202","A00086132",2021,FALSE,FALSE,FALSE
"25203","A00061999",2017,TRUE,TRUE,TRUE
"25204","A00058700",2005,FALSE,TRUE,TRUE
"25205","A00265552",2005,FALSE,TRUE,TRUE
"25206","A00058707",2020,TRUE,TRUE,TRUE
"25207","A00371983",2020,TRUE,TRUE,TRUE
"25208","A00058710",2008,FALSE,FALSE,TRUE
"25209","A00086812",2019,TRUE,TRUE,TRUE
"25210","A00488568",2019,TRUE,TRUE,TRUE
"25211","A00058711",2013,FALSE,TRUE,TRUE
"25212","A00058713",2014,FALSE,FALSE,FALSE
"25213","A00058715",2022,FALSE,FALSE,FALSE
"25214","A00029692",2022,FALSE,FALSE,FALSE
"25215","A00058717",2022,TRUE,TRUE,TRUE
"25216","A00058718",2014,FALSE,FALSE,FALSE
"25217","A00058722",2008,TRUE,TRUE,TRUE
"25218","A00022256",2008,TRUE,TRUE,TRUE
"25219","A00058724",2008,TRUE,TRUE,TRUE
"25220","A00058726",2023,FALSE,FALSE,FALSE
"25221","A00058727",2009,TRUE,TRUE,TRUE
"25222","A00079382",2009,TRUE,TRUE,TRUE
"25223","A00232866",2016,FALSE,FALSE,FALSE
"25224","A00058729",2016,FALSE,FALSE,FALSE
"25225","A00058730",2013,TRUE,TRUE,TRUE
"25226","A00050621",2013,TRUE,TRUE,TRUE
"25227","A00058733",2010,TRUE,TRUE,TRUE
"25228","A00058736",2011,FALSE,FALSE,FALSE
"25229","A00058738",2020,TRUE,TRUE,TRUE
"25230","A00058740",2022,TRUE,TRUE,TRUE
"25231","A00058745",2021,TRUE,TRUE,TRUE
"25232","A00068865",2021,TRUE,TRUE,TRUE
"25233","A00058750",2006,FALSE,FALSE,FALSE
"25234","A00058751",2005,TRUE,TRUE,TRUE
"25235","A00058909",2005,FALSE,FALSE,FALSE
"25236","A00058913",2004,FALSE,FALSE,FALSE
"25237","A00058914",2022,TRUE,TRUE,TRUE
"25238","A00058915",2019,FALSE,FALSE,FALSE
"25239","A00058919",2022,FALSE,FALSE,TRUE
"25240","A00058920",2012,FALSE,FALSE,FALSE
"25241","A00058923",2012,FALSE,FALSE,FALSE
"25242","A00090921",2008,TRUE,TRUE,TRUE
"25243","A00030438",2008,TRUE,TRUE,TRUE
"25244","A00287417",2020,TRUE,TRUE,TRUE
"25245","A00058947",2019,TRUE,TRUE,TRUE
"25246","A00058949",2010,TRUE,TRUE,TRUE
"25247","A00058951",2022,TRUE,TRUE,TRUE
"25248","A00059374",2015,TRUE,TRUE,TRUE
"25249","A00059375",2015,TRUE,TRUE,TRUE
"25250","A00070206",2015,TRUE,TRUE,TRUE
"25251","A00059381",2020,FALSE,TRUE,TRUE
"25252","A00059386",2018,TRUE,TRUE,TRUE
